,EpiP[ug],EntrP[ug],IepiP,SedPepi[ug],Ep[ug],Hvd,HypP[ug],SedPhyp[ug],Rp[ug],IsedP[ug],Psed[ug],Bp[ug],PEPItrue[ug],HYPtrue[ug],EpiV[L],HypV[L],Time,PLoad,Season
22,3808757763491.1055,0.0,140407178324.6131,1613935211.8089986,1299802761401.7798,0.0,5275468630561.429,513240179.5749399,80732354.32807906,140407178324.6131,5.033179721390561e+16,13789536700.547749,3065380829493.089,4244373456221.2,36064516129.03226,49935483870.96774,1981-01-23,268082638323.9287,winter
23,3808229247352.318,0.0,134041319161.96436,1610143570.5008705,1280758782694.8752,0.0,5274710430494.034,512536393.8202607,80825751.10933468,134041319161.96436,5.033178546622634e+16,13789533483.26181,3072310368663.5933,4215517880184.3306,36064516129.03226,49935483870.96774,1981-01-24,199156112023.65924,winter
24,3807987074822.2354,0.0,99578056011.82962,1609836774.4144187,983072882419.6697,0.0,5273963292380.102,511813083.9742608,80939900.71287008,99578056011.82962,5.0331773717406024e+16,13789530264.719545,3156417972350.23,4231140552995.391,36064516129.03226,49935483870.96774,1981-01-25,129371365455.99567,winter
25,3807894396425.581,0.0,64685682727.99783,1601148640.0658467,660594112731.2035,0.0,5273388840831.559,511184110.0832442,81084060.9055807,64685682727.99783,5.033176195912766e+16,13789527045.864664,3092274654377.8804,4194580645161.2905,36064516129.03226,49935483870.96774,1981-01-26,183530070884.4175,winter
26,3807304996565.607,0.0,91765035442.20876,1589854154.2348952,970597790229.0791,0.0,5273001492837.089,510467164.92652,81240018.37793136,91765035442.20876,5.0331750188685144e+16,13789523824.41854,3050027649769.586,4192654562211.983,36064516129.03226,49935483870.96774,1981-01-27,226474494357.18936,winter
27,3806624393875.297,0.0,113237247178.59468,1589232380.9254613,1241902738197.3196,0.0,5272434364149.265,509669993.0203295,81298903.70033538,113237247178.59468,5.033173841676802e+16,13789520599.639765,3043020829493.089,4188017695852.533,36064516129.03226,49935483870.96774,1981-01-28,224229590222.61487,winter
28,3806066481686.194,0.0,112114795111.30743,1573964722.8429477,1276691046970.651,0.0,5271709879529.985,508731209.81399953,81359225.52746102,112114795111.30743,5.033172662858734e+16,13789517374.456991,3031222580645.161,4169612903225.807,36064516129.03226,49935483870.96774,1981-01-29,219150594843.97864,winter
29,3805507940852.3154,0.0,109575297421.98932,1567411981.6102438,1297525218678.0674,0.0,5270965264082.821,508311231.4420324,81423411.8245224,109575297421.98932,5.033171483337301e+16,13789514144.81845,3062392626728.112,4194580645161.2905,36064516129.03226,49935483870.96774,1981-01-30,210930450719.4213,winter
30,3804958299998.614,0.0,105465225359.71065,1560864054.8333304,1300734126657.3533,0.0,5270208595841.74,507340008.12413895,81345956.69726598,105465225359.71065,5.03317030307202e+16,13789510913.25288,3021691244239.632,4176318525345.621,36064516129.03226,49935483870.96774,1981-01-31,158189730145.1682,winter
31,3804693141515.328,0.0,79094865072.5841,1560929995.0968106,1017789766158.1118,0.0,5269450084846.578,506683143.84019554,81277767.08915609,79094865072.5841,5.033169122754789e+16,13789507679.649372,3049512442396.313,4194580645161.2905,36064516129.03226,49935483870.96774,1981-02-01,91582780722.87747,winter
32,3804665202336.312,0.0,45791390361.438736,1563012983.0406632,615993702366.9325,0.0,5268855683847.666,505994748.7692254,81207219.77572814,45791390361.438736,5.033167942584396e+16,13789504445.903532,2995930875576.0376,4148211981566.822,36064516129.03226,49935483870.96774,1981-02-02,137232392942.0248,winter
33,3804053562572.093,0.0,68616196471.0124,1582425822.9034986,966991996169.0488,0.0,5268494357467.198,500236854.59559894,80363009.04169047,68616196471.0124,5.033166763864242e+16,13789501212.55999,3025297695852.535,4249866359447.002,36064516129.03226,49935483870.96774,1981-02-03,182726554224.85425,winter
34,3803325578456.872,0.0,91363277112.42712,1574795677.901936,1287375702499.5413,0.0,5267929425792.047,499192713.52911913,80018958.28782804,91363277112.42712,5.0331655843113864e+16,13789497983.189703,3004277235023.0435,4169042211981.566,36064516129.03226,49935483870.96774,1981-02-04,204029011801.3404,winter
35,3802633821124.06,0.0,102014505900.6702,1555913068.02415,1437215329815.448,0.0,5267178709686.4,498559643.2679761,79921916.00602737,102014505900.6702,5.03316440281699e+16,13789494751.538044,2957290322580.645,4098704516129.032,36064516129.03226,49935483870.96774,1981-02-05,200251949703.84927,winter
36,3802055760630.986,0.0,100125974851.92464,1551464382.3674421,1410385562251.1887,0.0,5266341146646.289,498164641.2576639,79855878.85563159,100125974851.92464,5.033163220845154e+16,13789491514.567099,2972918279569.8936,4121009032258.064,36064516129.03226,49935483870.96774,1981-02-06,190184478123.86,winter
37,3801533155220.568,0.0,95092239061.93,1546106181.6211739,1339306326457.0403,0.0,5265519172697.869,497668541.20487046,79878796.70438263,95092239061.93,5.033162038285918e+16,13789488276.288094,2981333333333.3345,4128000000000.002,36064516129.03226,49935483870.96774,1981-02-07,144739523049.6287,winter
38,3801289097374.178,0.0,72369761524.81435,1539782091.6348033,1019158018489.1674,0.0,5264738440779.557,497371712.11437404,79911362.4103391,72369761524.81435,5.0331608550616584e+16,13789485036.399776,2993354838709.677,4154632258064.516,36064516129.03226,49935483870.96774,1981-02-08,96605491838.85066,winter
39,3801197907676.887,0.0,48302745919.42533,1535694179.3338022,680197547022.3768,0.0,5264143393986.603,496640719.65329295,79964533.16789019,48302745919.42533,5.033159671350515e+16,13789481794.689476,3005376344086.02,4161290322580.644,36064516129.03226,49935483870.96774,1981-02-09,154758166100.25253,winter
40,3800501243333.108,0.0,77379083050.12627,1531025262.5400493,1089634425894.0958,0.0,5263744951091.597,496390091.4675767,80037397.74140806,77379083050.12627,5.033158487140455e+16,13789478551.645247,3017397849462.3667,4177935483870.969,36064516129.03226,49935483870.96774,1981-02-10,194592696173.30377,winter
41,3799762142148.541,0.0,97296348086.65189,1532147314.2239285,1369879427878.478,0.0,5263109095602.348,495908023.7662573,80048979.93558821,97296348086.65189,5.033157302993561e+16,13789475307.234125,3029419354838.709,4194580645161.2905,36064516129.03226,49935483870.96774,1981-02-11,198131442674.98572,winter
42,3799160964990.95,0.0,99065721337.49286,1525028510.2691717,1394551800590.8362,0.0,5262310737906.229,495446961.9274526,80104066.67785484,99065721337.49286,5.033156118083495e+16,13789472062.996058,3041440860215.052,4211225806451.6113,36064516129.03226,49935483870.96774,1981-02-12,190911402738.3804,winter
43,3798625041029.535,0.0,95455701369.1902,1521302126.8101382,1343550959373.362,0.0,5261498106778.654,494852797.32929176,80128320.30878517,95455701369.1902,5.0331549327392744e+16,13789468816.66711,3053462365591.399,4227870967741.937,36064516129.03226,49935483870.96774,1981-02-13,190572786329.21164,winter
44,3798062111574.944,0.0,95286393164.60582,1514518327.1508527,1341007450731.8198,0.0,5260715078272.356,494324189.9654197,80171621.2533902,95286393164.60582,5.033153746659807e+16,13789465569.148697,3065483870967.7417,4244516129032.258,36064516129.03226,49935483870.96774,1981-02-14,148206888176.3377,winter
45,3797795557820.248,0.0,74103444088.16885,1510174393.839645,1042758355002.568,0.0,5259933547878.224,493657313.7471603,80237970.11999479,74103444088.16885,5.033152560072949e+16,13789462319.615911,3077505376344.085,4261161290322.579,36064516129.03226,49935483870.96774,1981-02-15,95731865819.52954,winter
46,3797724774663.392,0.0,47865932909.76477,1511673813.1278124,673516542064.6576,0.0,5259324973109.426,493246230.75981796,80337213.12373565,47865932909.76477,5.033151373585325e+16,13789459068.69301,3089526881720.431,4267819354838.712,36064516129.03226,49935483870.96774,1981-02-16,148328069255.8458,winter
47,3797070418631.096,0.0,74164034627.9229,1502034475.2752728,1043545345319.6493,0.0,5258930523609.121,492768189.73287225,80444574.06321459,74164034627.9229,5.033150186075552e+16,13789455818.041986,3101548387096.774,4274477419354.8384,36064516129.03226,49935483870.96774,1981-02-17,192799421222.4529,winter
48,3796318404520.844,0.0,96399710611.22646,1501027195.4390297,1356209189419.8257,0.0,5258321554373.381,492209041.25295573,80511197.48973288,96399710611.22646,5.033148998402798e+16,13789452564.590553,3108701182795.7,4297530967741.937,36064516129.03226,49935483870.96774,1981-02-18,197386389457.29764,winter
49,3795715738762.165,0.0,98693194728.64882,1497239174.5662615,1388231856722.473,0.0,5257531310704.663,491667451.78095007,80583490.10090622,98693194728.64882,5.033147810290181e+16,13789449310.692598,3122586021505.375,4323580645161.2886,36064516129.03226,49935483870.96774,1981-02-19,194620860253.22504,winter
50,3795151281054.847,0.0,97310430126.61252,1489909833.0089045,1368595039360.528,0.0,5256722527086.149,491245119.7755755,80662428.56691658,97310430126.61252,5.033146621394827e+16,13789446055.589537,3132563870967.742,4337396129032.259,36064516129.03226,49935483870.96774,1981-02-20,202268325172.8506,winter
51,3794521945379.0815,0.0,101134162586.4253,1482549968.7226725,1422192498676.841,0.0,5255925167004.845,490594528.1983822,80737461.87910472,101134162586.4253,5.0331454316912504e+16,13789442798.341993,3153841935483.871,4391825806451.613,36064516129.03226,49935483870.96774,1981-02-21,154718509780.82312,winter
52,3794257689888.304,0.0,77359254890.41156,1475884677.4329596,1087704029956.1416,0.0,5255096755120.947,489940454.2497973,80580665.81820996,77359254890.41156,5.033144241271744e+16,13789439538.880138,3115433225806.451,4301692258064.516,36064516129.03226,49935483870.96774,1981-02-22,99840098649.8883,winter
53,3794184752958.632,0.0,49920049324.94415,1473341095.0029254,701859879381.6654,0.0,5254462292748.004,489474014.65874946,80446728.1950786,49920049324.94415,5.0331430505649544e+16,13789436277.456833,3104253225806.452,4296698709677.421,36064516129.03226,49935483870.96774,1981-02-23,150091777318.19684,winter
54,3793535432437.787,0.0,75045888659.09842,1465558561.611272,1055111780170.2383,0.0,5254051560394.613,489000266.8978311,80325974.17895283,75045888659.09842,5.033141859044938e+16,13789433015.24645,3094335483870.968,4284464516129.032,36064516129.03226,49935483870.96774,1981-02-24,187916514331.73032,winter
55,3792825633058.724,0.0,93958257165.86516,1465692876.9533854,1320809139267.9749,0.0,5253436058145.269,488583994.3579961,80177297.69426584,93958257165.86516,5.03314066751192e+16,13789429750.80805,3132203225806.451,4359367741935.484,36064516129.03226,49935483870.96774,1981-02-25,193141976286.47656,winter
56,3792233460833.3022,0.0,96570988143.23828,1461293827.6207302,1357313271098.4639,0.0,5252666533241.522,487931330.62345946,80010853.61385067,96570988143.23828,5.033139475490701e+16,13789426486.334028,3072696774193.5483,4258498064516.1294,36064516129.03226,49935483870.96774,1981-02-26,190213289653.89444,winter
57,3791683177664.3135,0.0,95106644826.94722,1463383359.8574715,1336552413088.7712,0.0,5251875873214.396,487356995.71977407,79877603.99823529,95106644826.94722,5.0331382836346536e+16,13789423220.52247,3036632258064.516,4326909677419.355,36064516129.03226,49935483870.96774,1981-02-27,187377296295.84247,winter
58,3791140932297.2656,0.0,93688648147.92123,1463838944.806785,1316462199997.6619,0.0,5251097264513.089,486593356.700518,79728495.41823964,93688648147.92123,5.033137091763039e+16,13789419955.163435,3060074193548.3867,4237025806451.613,36064516129.03226,49935483870.96774,1981-02-28,151345186783.04675,winter
59,3790839940150.49,0.0,75672593391.52338,1457248716.3621776,1063180748833.901,0.0,5250330311417.382,486076356.51537025,79585402.3283404,75672593391.52338,5.0331358991953384e+16,13789416689.761753,3049435161290.3223,4226289677419.355,36064516129.03226,49935483870.96774,1981-03-01,101097015136.18428,winter
60,3790744541506.925,0.0,50548507568.09214,1460527909.7944064,710149011196.3033,0.0,5249710205457.144,485459879.66042995,79466262.89674151,50548507568.09214,5.033134706906149e+16,13789413422.452984,3042402580645.161,4216552258064.516,36064516129.03226,49935483870.96774,1981-03-02,131809404748.5968,winter
61,3790229156538.35,0.0,65904702374.2984,1455433484.050304,925872598362.0033,0.0,5249294762170.487,484917560.3127282,79349244.00605609,65904702374.2984,5.033133514065314e+16,13789410155.907259,3004174193548.3867,4279470967741.936,36064516129.03226,49935483870.96774,1981-03-03,177727229821.2638,winter
62,3789545966376.6895,0.0,88863614910.6319,1454744273.6826718,1219234329535.7756,0.0,5248754295777.275,484435443.13810337,79227069.31268278,88863614910.6319,5.033132321119889e+16,13789406887.850174,2964503225806.451,4264490322580.6455,36064516129.03226,49935483870.96774,1981-03-04,197743616714.40182,winter
63,3788926755580.781,0.0,98871808357.20091,1455323550.1787364,1325509903291.7703,0.0,5248043793015.955,484134338.50375706,79095243.24712113,98871808357.20091,5.033131128215792e+16,13789403619.506544,3013190322580.645,4224042580645.1616,36064516129.03226,49935483870.96774,1981-03-05,212054045181.37283,winter
64,3788305136290.507,0.0,106027022590.68642,1456088339.2275965,1389651554176.2024,0.0,5247271708102.63,483615254.7917812,78953814.56660394,106027022590.68642,5.033129935350734e+16,13789400351.276144,2953683870967.742,4234529032258.065,36064516129.03226,49935483870.96774,1981-03-06,211745657293.39792,winter
65,3787753044595.894,0.0,105872828646.69896,1454164120.2478516,1357274208705.3762,0.0,5246462463326.288,483207742.01954406,78808463.6196299,105872828646.69896,5.033128742267366e+16,13789397083.152699,3007420000000.0,4164120000000.0,36064516129.03226,49935483870.96774,1981-03-07,174369417939.77362,winter
66,3787445219918.416,0.0,87184708969.88681,1453473178.725722,1093780667734.7517,0.0,5245672004154.026,482636269.60369134,78681686.70400369,87184708969.88681,5.033127549070761e+16,13789393814.431143,2928438709677.419,4204567741935.484,36064516129.03226,49935483870.96774,1981-03-08,133383560910.86848,winter
67,3787258728043.853,0.0,66691780455.43424,1459678234.872442,819204600984.4796,0.0,5245034284109.632,482130340.85761416,78572927.2878825,66691780455.43424,5.033126356455271e+16,13789390545.399345,2937454838709.677,4212058064516.129,36064516129.03226,49935483870.96774,1981-03-09,219151709162.72607,winter
68,3786414761590.594,0.0,109575854581.36304,1463620562.153702,1318453282688.1184,0.0,5244555737097.48,480584156.8995669,78194449.64932576,109575854581.36304,5.0331251641175704e+16,13789387277.959648,2903193548387.0967,4174606451612.903,36064516129.03226,49935483870.96774,1981-03-10,272600950540.6764,winter
69,3785572272730.081,0.0,136300475270.3382,1469771826.8484368,1606896336931.0012,0.0,5243787850715.646,477469057.25509465,77519233.3549275,136300475270.3382,5.033123972151334e+16,13789384011.281015,3024009677419.3545,4187090322580.645,36064516129.03226,49935483870.96774,1981-03-11,318139605326.5945,winter
70,3784666137525.104,0.0,159069802663.29724,1469731176.8516884,1838209561920.9114,0.0,5242852807164.675,477396619.3947592,77429264.37962075,159069802663.29724,5.033122780183113e+16,13789380745.620094,2849096774193.5483,4169612903225.807,36064516129.03226,49935483870.96774,1981-03-12,454080364445.4189,winter
71,3783161038311.6567,0.0,227040182222.70944,1469812729.270281,2572701013609.9395,0.0,5241783771071.378,477314218.53467983,77367066.58310121,227040182222.70944,5.033121588221353e+16,13789377479.953733,3017397849462.3667,4176270967741.9336,36064516129.03226,49935483870.96774,1981-03-13,545488997729.5821,winter
72,3781624084906.934,0.0,272744498864.79105,1469766340.7654195,3031240511852.7905,0.0,5240289136516.801,477214959.9084217,77501392.57271375,272744498864.79105,5.0331203962319224e+16,13789374214.305077,3008982795698.9253,4177935483870.967,36064516129.03226,49935483870.96774,1981-03-14,363394685923.0792,winter
73,3781400768309.293,0.0,181697342961.5396,1469640914.4539478,1981279188366.184,0.0,5238528816922.001,477082106.46001494,77645976.7868679,181697342961.5396,5.033119204202531e+16,13789370948.58061,2921225806451.613,4187090322580.6455,36064516129.03226,49935483870.96774,1981-03-15,261736679919.1341,winter
74,3781148006182.26,0.0,130868339959.56705,1471187117.5863128,1401047716688.6702,0.0,5237377005379.146,476928630.81493753,77806433.58922608,130868339959.56705,5.033118012296695e+16,13789367682.746662,2993354838709.677,4187922580645.158,36064516129.03226,49935483870.96774,1981-03-16,296003247954.2208,winter
75,3780404288220.1855,0.0,148001623977.1104,1472849587.9123468,1556118985401.0847,0.0,5236561457048.492,476827395.2498445,77968475.41927823,148001623977.1104,5.033116820531104e+16,13789364417.25122,2966306451612.904,4199241290322.5786,36064516129.03226,49935483870.96774,1981-03-17,326092324676.7673,winter
76,3779529541910.085,0.0,163046162338.38364,1473390757.8005075,1777502294786.44,0.0,5235656086053.764,476757587.7452038,78126532.33476388,163046162338.38364,5.03311562879717e+16,13789361152.14001,2954405161290.3228,4184593548387.0967,36064516129.03226,49935483870.96774,1981-03-18,304013074980.7686,winter
77,3778839928481.085,0.0,152006537490.3843,1471763740.8456979,1720554004817.7886,0.0,5234622466182.685,476653334.3945137,78253097.8157975,152006537490.3843,5.033114436877779e+16,13789357887.115536,2958973333333.335,4191251612903.2246,36064516129.03226,49935483870.96774,1981-03-19,277626975568.32855,winter
78,3778203872491.0312,0.0,138813487784.16428,1470165288.8803446,1633827023406.6633,0.0,5233621874860.061,476494819.32396555,78382998.39905867,138813487784.16428,5.033113244770027e+16,13789354621.582958,2940460215053.762,4197909677419.357,36064516129.03226,49935483870.96774,1981-03-20,249999780096.08893,winter
79,3777618845508.198,0.0,124999890048.04446,1469882989.5419672,1532333959388.5579,0.0,5232671558902.809,476363068.17163163,78552781.75820334,124999890048.04446,5.03311205260422e+16,13789351355.53432,2762541935483.8706,4284464516129.032,36064516129.03226,49935483870.96774,1981-03-21,179879991734.42905,spring
80,3777356160300.6,0.0,89939995867.21452,1469636006.0830185,1150335221975.8435,0.0,5231780054232.454,476281832.04960084,78778443.96567628,89939995867.21452,5.033110860383351e+16,13789348089.326632,2959694623655.9155,4211225806451.6113,36064516129.03226,49935483870.96774,1981-03-22,127759658982.95496,spring
81,3777167701455.602,0.0,63879829491.47748,1469541653.5106003,854120065377.801,0.0,5231109868633.58,476219279.8452544,79016736.16962902,63879829491.47748,5.033109668123289e+16,13789344822.968086,2981333333333.3345,4217883870967.744,36064516129.03226,49935483870.96774,1981-03-23,168810854989.10526,spring
82,3776480246473.563,0.0,84405427494.55263,1469448293.8708596,1182259310611.7979,0.0,5230611313008.668,476171205.39342123,79257395.12160604,84405427494.55263,5.033108475825344e+16,13789341556.502163,2986141935483.8706,4224541935483.871,36064516129.03226,49935483870.96774,1981-03-24,238035431530.2928,spring
83,3775416333829.8896,0.0,119017715765.1464,1469210337.0940642,1750142611844.4512,0.0,5229922680719.534,476137449.1420622,79499022.83959375,119017715765.1464,5.033107283476391e+16,13789338289.932451,2769754838709.6777,4240354838709.679,36064516129.03226,49935483870.96774,1981-03-25,280556148448.27234,spring
84,3774261769675.236,0.0,140278074224.13617,1469856607.5483227,2170788491253.4622,0.0,5228905086485.168,476089831.0437222,79741153.40134567,140278074224.13617,5.033106091163418e+16,13789335023.22299,2762541935483.8706,4259496774193.548,36064516129.03226,49935483870.96774,1981-03-26,342741390526.5535,spring
85,3772724686962.546,0.0,171370695263.27676,1470214015.573603,2798505391758.4985,0.0,5227643850680.67,476017485.1356377,79984267.25662518,171370695263.27676,5.0331048988549656e+16,13789331756.612104,2675987096774.1934,4344387096774.194,36064516129.03226,49935483870.96774,1981-03-27,306835767882.47736,spring
86,3771697716115.205,0.0,153417883941.23868,1470293144.3225124,2651734843289.8877,0.0,5226019013910.869,475920519.41058284,80228373.26959568,153417883941.23868,5.0331037065206456e+16,13789328490.013605,2995759139784.948,4241187096774.192,36064516129.03226,49935483870.96774,1981-03-28,218583659289.46048,spring
87,3771229290630.01,0.0,109291829644.73024,1470482061.5414464,2006626782325.0813,0.0,5224479234942.079,475789272.5337326,80190809.9223234,109291829644.73024,5.033102514196176e+16,13789325223.344234,2976524731182.7944,4237858064516.131,36064516129.03226,49935483870.96774,1981-03-29,168043677119.60507,spring
88,636561607663.036,-3140436977527854.0,84021838559.80254,1470712799.3146226,1645342908618.6963,0.0,8357504236952.135,475661495.3813044,80153283.54608712,84021838559.80254,5.033101174814802e+16,13789321956.701853,500464516129.0323,6775246451612.903,6103225806.451613,79896774193.54839,1981-03-30,216731235801.2089,spring
89,634500670043.7211,0.0,216731235801.2089,1142247239.5707462,2268068141548.3833,203881852503.08813,8357297974131.151,14597963.27725331,80115314.94150354,0.0,5.0330997893312376e+16,13789318287.163841,482968602150.5376,6804541935483.87,6103225806.451613,79896774193.54839,1981-03-31,293456206570.88025,spring
90,3765539496612.839,3141419610357708.0,0.0,1127785320.3381636,2956507718705.9775,2057015977.3739161,5223306314398.688,14597610.106034454,80077382.91628194,293456206570.88025,5.033098403851811e+16,13789314491.318459,2916417204301.0767,4237858064516.131,36064516129.03226,49935483870.96774,1981-04-01,412955111616.0725,spring
91,3765483637001.355,0.0,206477555808.03625,1469936033.0920982,4037551337623.7476,0.0,5219328431842.976,475593703.58385575,80039488.14973609,206477555808.03625,5.033097211469766e+16,13789310695.484415,2895980645161.29,4229535483870.968,36064516129.03226,49935483870.96774,1981-04-02,377355994368.9051,spring
92,3764258029379.984,0.0,188677997184.45255,1470555826.436431,3570570340509.3525,0.0,5216986252998.547,475254917.4005857,80001633.65627216,188677997184.45255,5.033096019119934e+16,13789307428.684292,2873139784946.238,4227870967741.937,36064516129.03226,49935483870.96774,1981-04-03,346330467137.0076,spring
93,228476146928.8185,-3541569022818405.0,173165233568.5038,1470757959.4263337,3173694703942.1055,0.0,8749601435301.903,475062037.6348457,79963816.30947322,173165233568.5038,5.033094679699341e+16,13789304161.972424,173257634408.60223,7153470752688.175,2219354838.709677,83780645161.29033,1981-04-04,300161008861.3367,spring
94,111631061598.01093,-114616017027420.45,300161008861.3367,3632003430.5661163,2632782978295.7607,17717109847.399662,8863817466891.996,14416890.366635041,79951222.25286402,0.0,5.033093294215858e+16,13789300492.326962,86665806451.6129,7292078709677.42,1109677419.3548386,84890322580.64516,1981-04-05,271255463875.7165,spring
95,167423293006.14084,58081594062762.31,271255463875.7165,7723910352.390315,2262552676982.482,108406160119.83989,8805771058627.059,14414493.14876935,79963352.03262475,0.0,5.033091908731302e+16,13789296696.481802,131940645161.29036,7146026666666.664,1664516129.032258,84335483870.96774,1981-04-06,304567358415.8581,spring
96,628528396956.5771,464647456886261.1,304567358415.8581,3748713176.8774204,2468442624784.1685,96941905477.92813,8342208138408.804,14257651.380077543,79975485.22206193,0.0,5.033090523230228e+16,13789292900.633707,471372473118.2794,6769919999999.998,6103225806.451613,79896774193.54839,1981-04-07,330075727093.41986,spring
97,625895275827.9158,0.0,330075727093.41986,1201046511.9372656,2656753181559.2393,14945217725.336473,8342190527670.534,14257409.216033889,79987621.82236353,0.0,5.033089137728296e+16,13789289104.740353,503577161290.3226,6693751741935.482,6103225806.451613,79896774193.54839,1981-04-08,328376549354.5573,spring
98,623354006728.7043,0.0,328376549354.5573,1219932114.5245996,2562221248857.4863,11328148287.44424,8342176559922.771,14257469.306373002,80000237.95142043,0.0,5.033087752225488e+16,13789285308.844646,480527311827.9568,6775246451612.903,6103225806.451613,79896774193.54839,1981-04-09,328225048368.1342,spring
99,620890267338.8326,0.0,328225048368.1342,1244151983.1171045,2484822452141.4487,10552416555.90747,8342163410967.691,14257452.186812466,80011905.26204383,0.0,5.033086366721892e+16,13789281512.946543,477475698924.7313,6683365161290.323,6103225806.451613,79896774193.54839,1981-04-10,340448678078.5903,spring
100,223297279089.44907,-397333538744696.25,340448678078.5903,1271616561.5181472,2502666748734.9863,9771433409.422821,8737263083371.274,14257436.430961778,80024052.10429479,0.0,5.0330849812174584e+16,13789277717.04628,167339354838.70966,6786232258064.517,2219354838.709677,83780645161.29033,1981-04-11,330130275258.86224,spring
101,220973285669.1302,0.0,330130275258.86224,5062300153.474301,2343704043313.397,3955195375.4935093,8737255113648.192,14242422.720539942,80036202.36340107,0.0,5.033083595710689e+16,13789273921.143723,174145376344.08606,6897939784946.234,2219354838.709677,83780645161.29033,1981-04-12,322667459305.67065,spring
102,218779398935.05835,0.0,322667459305.67065,5155764748.89745,2214829861139.0576,2908693998.1194005,8737248207255.657,14242424.627308222,80149505.22414242,0.0,5.033082210192968e+16,13789270125.234766,170890322580.64514,7191172043010.75,2219354838.709677,83780645161.29033,1981-04-13,392750144761.167,spring
103,216195726140.36865,0.0,392750144761.167,5432454835.144338,2609328309665.271,520615381.16246873,8737243762134.409,14242428.387490837,80263126.69755895,0.0,5.033080824664266e+16,13789266329.295803,181987096774.1935,6942902064516.13,2219354838.709677,83780645161.29033,1981-04-14,390822038324.25616,spring
104,618692480786.9634,406132661658231.94,390822038324.25616,5910637352.066687,2570416518893.7197,222423440.77784726,8332201929489.827,14242603.121625094,80377068.12942679,0.0,5.033079439124565e+16,13789262533.326756,491920000000.0001,6658064516129.029,6103225806.451613,79896774193.54839,1981-04-15,364627987234.6961,spring
105,616225107944.2024,0.0,364627987234.6961,1431452575.4978614,2482295240014.114,1254597858.8296206,8332198425615.56,14242446.289470458,80491330.87311234,0.0,5.033078053573803e+16,13789258737.327576,486528817204.30096,6734632258064.519,6103225806.451613,79896774193.54839,1981-04-16,355861620611.2242,spring
106,277740147313.3891,-338505257824479.5,355861620611.2242,1460427984.0685558,2414376695143.4834,37703373542.308525,8668281396320.806,14242446.703892946,80605436.56876159,0.0,5.03307666801201e+16,13789254941.29809,221241935483.87097,7032580645161.29,2774193548.387097,83225806451.6129,1981-04-17,324852806755.3489,spring
107,275765743691.4341,0.0,324852806755.3489,4830886190.644202,2188194154262.935,197916918650.52286,8668080926766.9,14226829.057428831,80720345.34293233,0.0,5.033075282437544e+16,13789251145.238382,207232258064.5161,7267693548387.097,2774193548.387097,83225806451.6129,1981-04-18,285356893091.46625,spring
108,620791980295.1921,347720443959257.2,0.0,4943470968.869481,1910688091037.3672,198002758221.01215,8321157164923.539,14226513.172060462,80999965.5984026,285356893091.46625,5.033073896835463e+16,13789247349.143957,454080000000.0,7004283870967.744,6103225806.451613,79896774193.54839,1981-04-19,254723384484.5038,spring
109,619063395330.0889,0.0,254723384484.5038,1795628097.8053806,1738790850578.435,3272217623.178361,8321152308202.47,14226670.628896058,81282010.37082732,0.0,5.033072511205574e+16,13789243552.973873,505041935483.87103,6571509677419.3545,6103225806.451613,79896774193.54839,1981-04-20,225230089480.94504,spring
110,617552060805.5345,0.0,0.0,1843433877.6970437,1533813337869.675,16244708392.933886,8321134594672.469,14226668.226013102,81566019.56919192,225230089480.94504,5.033071125547664e+16,13789239756.727602,456419569892.4733,6907741935483.868,6103225806.451613,79896774193.54839,1981-04-21,251681070357.0668,spring
111,615889067482.3019,0.0,0.0,1836314750.242502,1709763454585.0164,39473859245.2429,8321093710565.845,14074048.955181424,81851526.6513456,251681070357.0668,5.03306973984632e+16,13789235960.40456,455809247311.8284,6924387096774.196,6103225806.451613,79896774193.54839,1981-04-22,262781926271.79285,spring
112,614123315921.0049,0.0,262781926271.79285,1838581449.9899547,1780371950253.8706,6792651019.16606,8321085430199.777,14074410.033554574,82139036.21252695,0.0,5.033068354116641e+16,13789232163.96252,507757870967.74194,6508790709677.418,6103225806.451613,79896774193.54839,1981-04-23,262368313557.8529,spring
113,165738450999.43365,-449608172916914.3,262368313557.8529,1870040786.0965843,1773230953686.3938,15046766070.601528,8767704115078.808,14074401.793771395,82429059.96565765,0.0,5.0330669683583384e+16,13789228367.442852,127466267281.10593,7252851612903.226,1664516129.032258,84335483870.96774,1981-04-24,271094214549.254,spring
114,625491769194.4333,462915620835067.4,0.0,6827886245.194501,1815930127885.831,97510968442.06346,8306144776313.849,14052102.353782857,82852966.4176435,271094214549.254,5.033065582555795e+16,13789224570.844765,486339907834.1015,7109386175115.206,6103225806.451613,79896774193.54839,1981-04-25,221688159682.87357,spring
115,624020077999.4651,0.0,221688159682.87357,1976392282.808277,1522732603963.6836,47853430424.26369,8306095830592.227,14052324.511195466,83280749.79642537,0.0,5.033064196710875e+16,13789220774.125467,514754783410.1384,6680854119815.666,6103225806.451613,79896774193.54839,1981-04-26,184555762656.98392,spring
116,622772110420.4806,0.0,184555762656.98392,2004906962.0823348,1265144950802.2842,14667230992.052837,8306080013245.415,14052329.468182985,83712968.6020665,0.0,5.033062810823114e+16,13789216977.29007,433067465437.7884,7155041474654.376,6103225806.451613,79896774193.54839,1981-04-27,228579834503.76825,spring
