,EpiP[ug],EntrP[ug],IepiP,SedPepi[ug],Ep[ug],Hvd,HypP[ug],SedPhyp[ug],Rp[ug],IsedP[ug],Psed[ug],Bp[ug],PEPItrue[ug],HYPtrue[ug],EpiV[L],HypV[L],Time,Season,PLoad
8118,61414013400662.13,0.0,69472795141.56323,1467039118.9536493,393712472912.0907,31014825451.968002,3138632505695542.0,5330929.226041981,153878551.97484928,0.0,5.022050952656803e+16,13759047516.20909,48746543778801.87,4861338248847923.0,1664516129032.258,84335483870967.75,2003-03-25,spring,83905003684.75839
8119,226141967588894.12,165191184510291.7,0.0,1521212585.1159155,473776235383.701,12067125909.13214,2973514829078951.0,5165795.187852439,153969134.72148913,83905003684.75839,5.0220495618720984e+16,13759043705.909052,177865437788018.2,4599771428571431.0,6103225806451.613,79896774193548.39,2003-03-26,spring,86206208530.81029
8120,225655785160887.5,0.0,0.0,493244655.20739967,489400821930.4556,3711638579.0630813,2973597965841734.0,5112581.260055464,154060757.30866474,86206208530.81029,5.022048171073291e+16,13759039895.539995,176993548387096.8,4594064516129032.0,6103225806451.613,79896774193548.39,2003-03-27,spring,81443748313.30888
8121,225197219178740.5,0.0,0.0,503970226.5971721,461902513842.6764,3840501922.27755,2973676222099168.5,5112604.563802825,154153421.6230362,81443748313.30888,5.022046780265601e+16,13759036085.132305,174029124423963.1,4576943778801845.0,6103225806451.613,79896774193548.39,2003-03-28,spring,85127065851.1281
8122,60934736574007.305,-163779795766356.72,0.0,515634179.43327427,482367995016.4508,196790819.41005254,3137541612144141.0,5112589.563153108,153481994.60344654,85127065851.1281,5.022045389525434e+16,13759032274.700275,46130875576036.84,4782223533026113.0,1664516129032.258,84335483870967.75,2003-03-29,spring,65154936100.75124
8123,225720832262258.62,165133769060217.97,0.0,1678652957.718984,366719298412.306,20724579403.38244,2972454099800024.5,5110767.633614809,152817214.12031522,65154936100.75124,5.022043998851942e+16,13759028464.453243,168274654377880.38,4510743594470049.0,6103225806451.613,79896774193548.39,2003-03-30,spring,55215615733.90145
8124,225467270782989.84,0.0,55215615733.90145,535097072.81641567,314330478750.20197,6088480820.325538,2972448693463997.5,5110368.802597719,152158089.63124564,0.0,5.022042608244705e+16,13759024654.388885,180481105990783.6,4525581566820272.0,6103225806451.613,79896774193548.39,2003-03-31,spring,72945888887.6613
8125,225209639054875.1,0.0,72945888887.6613,546908494.5683842,415279699120.37885,85248990612.52277,2972364137776159.0,5110269.819513285,151504549.26653787,0.0,5.022041217703192e+16,13759020844.50604,177691059907834.0,4508460829493085.0,6103225806451.613,79896774193548.39,2003-04-01,spring,81308890969.50668
8126,224861493626956.88,0.0,81308890969.50668,569561280.4569982,454830019941.2669,25945262334.03844,2972338907823329.0,5110094.555455874,150858318.0105729,0.0,5.0220398272266664e+16,13759017034.803267,165658986175114.97,4479926267281109.0,6103225806451.613,79896774193548.39,2003-04-02,spring,93828068051.29022
8127,224441655285041.53,0.0,93828068051.29022,584018655.0389948,515649917172.2292,2567525860.61893,2972337069423707.5,5109931.603256513,150217515.4756116,0.0,5.022038436814586e+16,13759013225.27854,183096774193548.4,4474219354838710.5,6103225806451.613,79896774193548.39,2003-04-03,spring,105031655849.81819
8128,224320643517474.16,0.0,52515827924.909096,589173320.319725,567057750205.2128,394119328033.2578,2971996199570905.0,5109868.655430123,149583854.0172626,52515827924.909096,5.0220370464662456e+16,13759009415.930372,184840552995391.8,4519874654377882.0,6103225806451.613,79896774193548.39,2003-04-04,spring,94652887185.09166
8129,224653959787474.12,0.0,47326443592.54583,584461997.9885281,502816277550.16046,789390565955.5986,2971254864653962.5,5109252.761876384,149852675.50490198,47326443592.54583,5.022035656091343e+16,13759005606.75684,236456405529953.7,3095429308755757.0,6103225806451.613,79896774193548.39,2003-04-05,spring,65099096172.0609
8130,224525762579999.62,0.0,0.0,592824790.2851913,341037876527.9601,213433493843.75052,2971107268095647.0,5107918.5450466275,150122484.5925468,65099096172.0609,5.0220342656897064e+16,13759001797.51053,164787096774193.56,4457098617511521.5,6103225806451.613,79896774193548.39,2003-04-06,spring,51560222527.18063
8131,224520041347578.44,0.0,51560222527.18063,602860231.7330223,265892053606.63785,209213458889.98386,2970898802834203.0,5056072.236259639,150393286.73151702,0.0,5.022032875256186e+16,13758997988.190977,164787096774193.56,4451391705069123.0,6103225806451.613,79896774193548.39,2003-04-07,spring,79864191244.35687
8132,224460221932537.1,0.0,0.0,623215855.5171813,405731797851.9506,346535598666.10956,2970632900252036.5,5055687.904565336,150665087.41317728,79864191244.35687,5.022031484795828e+16,13758994178.784071,174290691244239.9,4474219354838710.5,6103225806451.613,79896774193548.39,2003-04-08,spring,94041525893.4867
8133,122009627793293.56,-102027373605698.69,47020762946.74335,623914211.4745659,470645555067.80695,1028172787.682435,3072707036246588.5,5055205.834562621,150939688.77987882,47020762946.74335,5.022030094308343e+16,13758990369.303638,89883870967741.92,4595324792626729.0,3329032258064.516,82670967741935.48,2003-04-09,spring,97538047064.4444
8134,183444840055839.03,61866584622414.54,48769023532.2222,1272911888.284578,479448796454.0177,580324941.0163603,3010890059396311.5,5053648.366714882,151215306.33435816,48769023532.2222,5.022028703793522e+16,13758986559.748888,139320000000000.0,4536361290322581.0,4993548387096.774,81006451612903.23,2003-04-10,spring,107580691758.27292
8135,224232845037307.38,41245069306798.79,53790345879.13646,718391574.5800303,522527019756.2367,12390740121.284859,2969687254575683.5,5003106.508751886,151491945.72732484,53790345879.13646,5.0220273132463624e+16,13758982750.119238,166182119815668.03,4466229677419354.5,6103225806451.613,79896774193548.39,2003-04-11,spring,102448909698.04733
8136,244418626018156.44,20622828156775.562,51224454849.02367,577804861.6828263,490680808182.95337,2986982269.1338577,2949113389191045.5,5003119.175491629,152497815.24967918,51224454849.02367,5.022025922598998e+16,13758978940.400993,179862857142857.4,4431247096774194.5,6658064516129.032,79341935483870.97,2003-04-12,spring,88902506546.29707
8137,223679426104078.9,-20368218834846.355,44451253273.14854,566906883.0993166,419578236835.0359,4712811213.766323,2969522061888900.5,5003114.433713529,153517181.02275074,44451253273.14854,5.022024531850078e+16,13758975130.408215,166530875576036.97,4474219354838710.5,6103225806451.613,79896774193548.39,2003-04-13,spring,56409824624.21222
8138,182813398336130.2,-40668986564377.984,56409824624.21222,575525503.2607603,262165676560.28256,9290173868.591057,3010182483353367.5,5002782.336158426,154551236.30980495,0.0,5.022023140998101e+16,13758971320.137201,148451059907833.97,5554728110599081.0,4993548387096.774,81006451612903.23,2003-04-14,spring,71627477990.92297
8139,223794339857577.53,41235376484292.71,71627477990.92297,719420720.042745,328061577478.64185,2718557362.362685,2968945258379438.5,4952348.739556975,155599354.6790591,0.0,5.02202175003665e+16,13758967509.58384,183619907834101.47,4766413271889404.0,6103225806451.613,79896774193548.39,2003-04-15,spring,87475075924.59216
8140,223475557553286.7,0.0,87475075924.59216,605166719.3776045,412328547643.8802,6676334147.805605,2968939338922480.0,4952287.7126203645,156662757.34714502,0.0,5.022020358969233e+16,13758963698.730547,158771059907834.03,4450250322580645.5,6103225806451.613,79896774193548.39,2003-04-16,spring,87418229432.40984
8141,223140502407990.62,0.0,87418229432.40984,623944286.9412967,423118352585.38727,1268922143.8538303,2968938846732286.0,4952219.896020493,157739882.8017776,0.0,5.0220189677944776e+16,13758959887.58694,207509677419354.84,5432980645161290.0,6103225806451.613,79896774193548.39,2003-04-17,spring,82264717387.44542
8142,222816168098259.78,0.0,82264717387.44542,645559881.448105,409158413563.28546,3204946326.448149,2968936441226529.5,4952219.075042428,158832907.42833015,0.0,5.022017576510801e+16,13758956076.149256,202016774193548.4,5294492903225809.0,6103225806451.613,79896774193548.39,2003-04-18,spring,73089074479.15837
8143,222520868739555.0,0.0,73089074479.15837,668263705.528661,373882410708.6049,6162241230.190027,2968931100736806.5,4952157.120597599,158439958.5172349,0.0,5.0220161852667944e+16,13758952264.413153,197744516129032.25,5315798709677417.0,6103225806451.613,79896774193548.39,2003-04-19,spring,65498346776.08517
8144,40184887385616.74,-182062528968726.8,65498346776.08517,701742431.1670347,344958054725.39703,6709065169.026464,3150987775480523.0,4952148.21271266,158049875.6330282,0.0,5.022014794062177e+16,13758948452.78574,31736774193548.387,5127375483870968.0,1109677419354.8386,84890322580645.16,2003-04-20,spring,60744517560.423805
8145,225203837048699.9,185352222087089.6,0.0,6083341666.838662,327899496531.02234,710414191.4274046,2965701823554253.0,4946853.8464055685,157662637.72868326,60744517560.423805,5.022013402896134e+16,13758944641.266237,174145376344085.8,4815112258064511.0,6103225806451.613,79896774193548.39,2003-04-21,spring,54398512994.66925
8146,40691310378084.74,-184257684858027.2,54398512994.66925,769848896.9905814,309071271403.85876,600794718.2208416,3149959829796078.0,4946732.87056517,157276351.9224647,0.0,5.02201201176909e+16,13758940829.852423,31588817204301.11,5104738064516126.0,1109677419354.8386,84890322580645.16,2003-04-22,spring,63531131661.91916
8147,225612525729804.2,185291754693886.97,0.0,6276641434.654556,370940782126.46313,6678081393.605204,2964731356740657.0,4945182.175507267,156891945.03419593,63531131661.91916,5.022010620680712e+16,13758937018.545452,174552258064516.16,5001538064516129.0,6103225806451.613,79896774193548.39,2003-04-23,spring,75129330186.52338
8148,225229748150544.66,0.0,75129330186.52338,815379794.2595509,457814048110.2052,722518458.4094554,2964731601167243.0,4945085.221262226,156510334.84961224,0.0,5.0220092296308664e+16,13758933207.344418,169059354838709.7,5033496774193548.0,6103225806451.613,79896774193548.39,2003-04-24,spring,72858679049.1136
8149,224842614540291.47,0.0,72858679049.1136,840153913.7478675,459441003781.32825,288868392.7770315,2964732303638307.5,4945027.7703369465,156130571.83890888,0.0,5.022007838619372e+16,13758929396.248951,163566451612903.25,4942947096774196.0,6103225806451.613,79896774193548.39,2003-04-25,spring,71165009855.66382
8150,224448390462868.4,0.0,71165009855.66382,864051006.4219131,465000652245.16315,475615972.8802305,2964732842850345.5,4945028.942024434,155722033.61181462,0.0,5.022006447649114e+16,13758925585.258554,157463225806451.62,4841744516129032.0,6103225806451.613,79896774193548.39,2003-04-26,spring,64517537908.39114
8151,224077080653254.16,0.0,64517537908.39114,886714938.957394,437439051725.2234,2498419141.5238004,2964731381488109.5,4945058.7706421595,155287025.68406036,0.0,5.022005056722739e+16,13758921774.381134,151360000000000.03,4687277419354841.0,6103225806451.613,79896774193548.39,2003-04-27,spring,59050830372.027306
8152,40385997803894.69,-183335793261753.38,59050830372.027306,904796990.4395905,416136996391.36035,2701375403.671639,3148065528080858.5,4945027.403922861,154854436.00014842,0.0,5.022003665840002e+16,13758917963.623943,27076129032258.06,4765176774193545.0,1109677419354.8386,84890322580645.16,2003-04-28,spring,63407320276.43543
8153,225103744387729.66,185180325181227.0,0.0,9018558266.517242,461925654840.4,8365615714.906583,2962949412644611.5,4942092.625783186,154424244.45120975,63407320276.43543,5.022002275000371e+16,13758914152.986307,139153548387096.8,4538136774193548.0,6103225806451.613,79896774193548.39,2003-04-29,spring,63556423116.13714
8154,224680296957365.16,0.0,63556423116.13714,967035615.5383018,486602811199.53705,565993334.4435899,2962949962741268.5,4942055.1667687455,153996431.1507026,0.0,5.022000884203899e+16,13758910342.46677,134270967741935.5,4436934193548385.0,6103225806451.613,79896774193548.39,2003-04-30,spring,79747895896.2386
8155,224126321122028.47,0.0,79747895896.2386,986759396.4326202,632857616911.8916,120645075.4063105,2962950977485453.0,4942027.172630921,153571890.40448427,0.0,5.021999493450259e+16,13758906532.06548,135084731182795.52,4325078709677417.0,6103225806451.613,79896774193548.39,2003-05-01,spring,91626122552.5006
8156,223462719578364.97,0.0,91626122552.5006,999874160.4081713,754343504650.497,115712594.90913703,2962952009853762.0,4942028.865164847,153148772.29717627,0.0,5.021998102739313e+16,13758902721.781532,131829677419354.86,4266487741935485.0,6103225806451.613,79896774193548.39,2003-05-02,spring,69751306403.65146
8157,222935971178490.7,0.0,69751306403.65146,1021396775.9804618,596406058158.8905,927748656.920437,2962952251287853.5,4942001.675571716,152727974.09614876,0.0,5.021996712070824e+16,13758898911.614555,128516497695852.8,4283608479262672.0,6103225806451.613,79896774193548.39,2003-05-03,spring,65528653425.46727
8158,222417555286719.62,0.0,65528653425.46727,1040897111.5672312,583285884556.6703,382236471.6969706,2962953058698847.5,4942002.078267298,153692356.12144676,0.0,5.0219953213062776e+16,13758895101.563902,118751336405529.9,4280184331797238.5,6103225806451.613,79896774193548.39,2003-05-04,spring,57005443164.79767
8159,221944325859373.38,0.0,57005443164.79767,1064935337.6734297,529248245555.15674,78310381.79180473,2962954195049874.0,4942003.424973716,154668074.52037314,0.0,5.0219939304445416e+16,13758891291.250076,117007557603686.8,4303011981566823.0,6103225806451.613,79896774193548.39,2003-05-05,spring,61837170880.90989
8160,221404942253266.16,0.0,61837170880.90989,1089448441.5344744,600163772744.4648,32444197.87945552,2962955402768385.0,4942005.32032965,155656273.19118136,0.0,5.021992539484367e+16,13758887480.669977,116135668202764.8,4322986175115207.0,6103225806451.613,79896774193548.39,2003-05-06,spring,70493814061.83731
