,EpiP[ug],EntrP[ug],IepiP,SedPepi[ug],Ep[ug],Hvd,HypP[ug],SedPhyp[ug],Rp[ug],IsedP[ug],Psed[ug],Bp[ug],PEPItrue[ug],HYPtrue[ug],EpiV[L],HypV[L],Time,Season,PLoad
25,3811309566017377.0,0.0,64685682727.99783,1601148640.0658467,660594112731.2035,0.0,5278089356093107.0,511184110.0832442,81084060.9055807,64685682727.99783,5.033176195912766e+16,13789527045.864664,3092274654377880.5,4194580645161290.5,36064516129032.26,49935483870967.74,1981-01-26,winter,183530070884.4175
26,3810803030409012.0,0.0,91765035442.20876,1589854154.2348952,970597790229.0791,0.0,5277806804900827.0,510467164.92652,81240018.37793136,91765035442.20876,5.0331750188685144e+16,13789523824.41854,3050027649769586.0,4192654562211983.0,36064516129032.26,49935483870967.74,1981-01-27,winter,226474494357.18936
27,3810222290951234.5,0.0,113237247178.59468,1589232380.9254613,1241902738197.3196,0.0,5277370098511295.0,509669993.0203295,81298903.70033538,113237247178.59468,5.033173841676802e+16,13789520599.639765,3043020829493089.0,4188017695852533.0,36064516129032.26,49935483870967.74,1981-01-28,winter,224229590222.61487
28,3809759724644154.5,0.0,112114795111.30743,1573964722.8429477,1276691046970.651,0.0,5276778202024920.0,508731209.81399953,81359225.52746102,112114795111.30743,5.033172662858734e+16,13789517374.456991,3031222580645161.0,4169612903225807.0,36064516129032.26,49935483870967.74,1981-01-29,winter,219150594843.97864
29,3809294163479740.5,0.0,109575297421.98932,1567411981.6102438,1297525218678.0674,0.0,5276163394265698.0,508311231.4420324,81423411.8245224,109575297421.98932,5.033171483337301e+16,13789514144.81845,3062392626728112.0,4194580645161290.5,36064516129032.26,49935483870967.74,1981-01-30,winter,210930450719.4213
30,3808833793079425.5,0.0,105465225359.71065,1560864054.8333304,1300734126657.3533,0.0,5275531974131967.0,507340008.12413895,81345956.69726598,105465225359.71065,5.03317030307202e+16,13789510913.25288,3021691244239631.5,4176318525345621.0,36064516129032.26,49935483870967.74,1981-01-31,winter,158189730145.1682
31,3808632519341793.0,0.0,79094865072.5841,1560929995.0968106,1017789766158.1118,0.0,5274871661498214.0,506683143.84019554,81277767.08915609,79094865072.5841,5.033169122754789e+16,13789507679.649372,3049512442396313.0,4194580645161290.5,36064516129032.26,49935483870967.74,1981-02-01,winter,91582780722.87747
32,3808639699404494.0,0.0,45791390361.438736,1563012983.0406632,615993702366.9325,0.0,5274338082713356.0,505994748.7692254,81207219.77572814,45791390361.438736,5.033167942584396e+16,13789504445.903532,2995930875576037.0,4148211981566822.5,36064516129032.26,49935483870967.74,1981-02-02,winter,137232392942.0248
33,3808090758298710.0,0.0,68616196471.0124,1582425822.9034986,966991996169.0488,0.0,5274055261916243.0,500236854.59559894,80363009.04169047,68616196471.0124,5.033166763864242e+16,13789501212.55999,3025297695852535.0,4249866359447001.5,36064516129032.26,49935483870967.74,1981-02-03,winter,182726554224.85425
34,3807444325780252.5,0.0,91363277112.42712,1574795677.901936,1287375702499.5413,0.0,5273595051316990.0,499192713.52911913,80018958.28782804,91363277112.42712,5.0331655843113864e+16,13789497983.189703,3004277235023043.5,4169042211981566.5,36064516129032.26,49935483870967.74,1981-02-04,winter,204029011801.3404
35,3806841080077502.5,0.0,102014505900.6702,1555913068.02415,1437215329815.448,0.0,5272963136150930.0,498559643.2679761,79921916.00602737,102014505900.6702,5.03316440281699e+16,13789494751.538044,2957290322580645.0,4098704516129032.0,36064516129032.26,49935483870967.74,1981-02-05,winter,200251949703.84927
36,3806348055048090.5,0.0,100125974851.92464,1551464382.3674421,1410385562251.1887,0.0,5272244057794649.0,498164641.2576639,79855878.85563159,100125974851.92464,5.033163220845154e+16,13789491514.567099,2972918279569893.0,4121009032258064.0,36064516129032.26,49935483870967.74,1981-02-06,winter,190184478123.86
37,3805905804496100.5,0.0,95092239061.93,1546106181.6211739,1339306326457.0403,0.0,5271535222602381.0,497668541.20487046,79878796.70438263,95092239061.93,5.033162038285918e+16,13789488276.288094,2981333333333334.5,4128000000000001.5,36064516129032.26,49935483870967.74,1981-02-07,winter,144739523049.6287
38,3805720523287653.5,0.0,72369761524.81435,1539782091.6348033,1019158018489.1674,0.0,5270844128072948.0,497371712.11437404,79911362.4103391,72369761524.81435,5.0331608550616584e+16,13789485036.399776,2993354838709677.0,4154632258064516.0,36064516129032.26,49935483870967.74,1981-02-08,winter,96605491838.85066
39,3805667908447516.5,0.0,48302745919.42533,1535694179.3338022,680197547022.3768,0.0,5270311198487535.0,496640719.65329295,79964533.16789019,48302745919.42533,5.033159671350515e+16,13789481794.689476,3005376344086020.0,4161290322580644.0,36064516129032.26,49935483870967.74,1981-02-09,winter,154758166100.25253
40,3805042001717114.5,0.0,77379083050.12627,1531025262.5400493,1089634425894.0958,0.0,5270000281580188.0,496390091.4675767,80037397.74140806,77379083050.12627,5.033158487140455e+16,13789478551.645247,3017397849462366.5,4177935483870969.0,36064516129032.26,49935483870967.74,1981-02-10,winter,194592696173.30377
41,3804388811337464.0,0.0,97296348086.65189,1532147314.2239285,1369879427878.478,0.0,5269476237221775.0,495908023.7662573,80048979.93558821,97296348086.65189,5.033157302993561e+16,13789475307.234125,3029419354838709.0,4194580645161290.5,36064516129032.26,49935483870967.74,1981-02-11,winter,198131442674.98572
42,3803872236396203.5,0.0,99065721337.49286,1525028510.2691717,1394551800590.8362,0.0,5268794451433714.0,495446961.9274526,80104066.67785484,99065721337.49286,5.033156118083495e+16,13789472062.996058,3041440860215052.0,4211225806451612.0,36064516129032.26,49935483870967.74,1981-02-12,winter,190911402738.3804
43,3803417092583646.0,0.0,95455701369.1902,1521302126.8101382,1343550959373.362,0.0,5268095019663032.0,494852797.32929176,80128320.30878517,95455701369.1902,5.0331549327392744e+16,13789468816.66711,3053462365591399.0,4227870967741937.0,36064516129032.26,49935483870967.74,1981-02-13,winter,190572786329.21164
44,3802935296728554.0,0.0,95286393164.60582,1514518327.1508527,1341007450731.8198,0.0,5267424452182826.0,494324189.9654197,80171621.2533902,95286393164.60582,5.033153746659807e+16,13789465569.148697,3065483870967741.0,4244516129032258.5,36064516129032.26,49935483870967.74,1981-02-14,winter,148206888176.3377
45,3802729118106354.5,0.0,74103444088.16885,1510174393.839645,1042758355002.568,0.0,5266734155744460.0,493657313.7471603,80237970.11999479,74103444088.16885,5.033152560072949e+16,13789462319.615911,3077505376344085.0,4261161290322579.0,36064516129032.26,49935483870967.74,1981-02-15,winter,95731865819.52954
46,3802696179795882.5,0.0,47865932909.76477,1511673813.1278124,673516542064.6576,0.0,5266187384795855.0,493246230.75981796,80337213.12373565,47865932909.76477,5.033151373585325e+16,13789459068.69301,3089526881720431.0,4267819354838712.0,36064516129032.26,49935483870967.74,1981-02-16,winter,148328069255.8458
47,3802109354895867.5,0.0,74164034627.9229,1502034475.2752728,1043545345319.6493,0.0,5265877078061716.0,492768189.73287225,80444574.06321459,74164034627.9229,5.033150186075552e+16,13789455818.041986,3101548387096774.0,4274477419354839.0,36064516129032.26,49935483870967.74,1981-02-17,winter,192799421222.4529
48,3801442711271226.5,0.0,96399710611.22646,1501027195.4390297,1356209189419.8257,0.0,5265378399193120.0,492209041.25295573,80511197.48973288,96399710611.22646,5.033148998402798e+16,13789452564.590553,3108701182795699.5,4297530967741937.0,36064516129032.26,49935483870967.74,1981-02-18,winter,197386389457.29764
49,3800924302280182.5,0.0,98693194728.64882,1497239174.5662615,1388231856722.473,0.0,5264704054393762.0,491667451.78095007,80583490.10090622,98693194728.64882,5.033147810290181e+16,13789449310.692598,3122586021505375.0,4323580645161289.0,36064516129032.26,49935483870967.74,1981-02-19,winter,194620860253.22504
50,3800442376621992.5,0.0,97310430126.61252,1489909833.0089045,1368595039360.528,0.0,5264010105380320.0,491245119.7755755,80662428.56691658,97310430126.61252,5.033146621394827e+16,13789446055.589537,3132563870967742.0,4337396129032259.0,36064516129032.26,49935483870967.74,1981-02-20,winter,202268325172.8506
51,3799899501553201.5,0.0,101134162586.4253,1482549968.7226725,1422192498676.841,0.0,5263331163868572.0,490594528.1983822,80737461.87910472,101134162586.4253,5.0331454316912504e+16,13789442798.341993,3153841935483871.0,4391825806451613.5,36064516129032.26,49935483870967.74,1981-02-21,winter,154718509780.82312
52,3799697847018699.5,0.0,77359254890.41156,1475884677.4329596,1087704029956.1416,0.0,5262597947638433.0,489940454.2497973,80580665.81820996,77359254890.41156,5.033144241271744e+16,13789439538.880138,3115433225806451.0,4301692258064516.0,36064516129032.26,49935483870967.74,1981-02-22,winter,99840098649.8883
53,3799664211872402.5,0.0,49920049324.94415,1473341095.0029254,701859879381.6654,0.0,5262027680635615.0,489474014.65874946,80446728.1950786,49920049324.94415,5.0331430505649544e+16,13789436277.456833,3104253225806451.5,4296698709677421.0,36064516129032.26,49935483870967.74,1981-02-23,winter,150091777318.19684
54,3799082844254505.0,0.0,75045888659.09842,1465558561.611272,1055111780170.2383,0.0,5261702154017806.0,489000266.8978311,80325974.17895283,75045888659.09842,5.033141859044938e+16,13789433015.24645,3094335483870968.0,4284464516129032.0,36064516129032.26,49935483870967.74,1981-02-24,winter,187916514331.73032
55,3798455748581309.0,0.0,93958257165.86516,1465692876.9533854,1320809139267.9749,0.0,5261194482966493.0,488583994.3579961,80177297.69426584,93958257165.86516,5.03314066751192e+16,13789429750.80805,3132203225806451.0,4359367741935484.0,36064516129032.26,49935483870967.74,1981-02-25,winter,193141976286.47656
56,3797945991592976.0,0.0,96570988143.23828,1461293827.6207302,1357313271098.4639,0.0,5260538199445708.0,487931330.62345946,80010853.61385067,96570988143.23828,5.033139475490701e+16,13789426486.334028,3072696774193548.5,4258498064516129.5,36064516129032.26,49935483870967.74,1981-02-26,winter,190213289653.89444
57,3797476301232627.5,0.0,95106644826.94722,1463383359.8574715,1336552413088.7712,0.0,5259859679819868.0,487356995.71977407,79877603.99823529,95106644826.94722,5.0331382836346536e+16,13789423220.52247,3036632258064516.0,4326909677419355.0,36064516129032.26,49935483870967.74,1981-02-27,winter,187377296295.84247
58,3797013465517363.5,0.0,93688648147.92123,1463838944.806785,1316462199997.6619,0.0,5259191559927624.0,486593356.700518,79728495.41823964,93688648147.92123,5.033137091763039e+16,13789419955.163435,3060074193548386.5,4237025806451613.0,36064516129032.26,49935483870967.74,1981-02-28,winter,151345186783.04675
59,3796774465737617.5,0.0,75672593391.52338,1457248716.3621776,1063180748833.901,0.0,5258516860405648.0,486076356.51537025,79585402.3283404,75672593391.52338,5.0331358991953384e+16,13789416689.761753,3049435161290322.5,4226289677419355.0,36064516129032.26,49935483870967.74,1981-03-01,winter,101097015136.18428
60,3796719205836974.0,0.0,50548507568.09214,1460527909.7944064,710149011196.3033,0.0,5257961201788704.0,485459879.66042995,79466262.89674151,50548507568.09214,5.033134706906149e+16,13789413422.452984,3042402580645161.0,4216552258064516.0,36064516129032.26,49935483870967.74,1981-03-02,winter,131809404748.5968
61,3796262651853560.5,0.0,65904702374.2984,1455433484.050304,925872598362.0033,0.0,5257621831576704.0,484917560.3127282,79349244.00605609,65904702374.2984,5.033133514065314e+16,13789410155.907259,3004174193548386.5,4279470967741936.0,36064516129032.26,49935483870967.74,1981-03-03,winter,177727229821.2638
62,3795658475010305.5,0.0,88863614910.6319,1454744273.6826718,1219234329535.7756,0.0,5257182641367596.0,484435443.13810337,79227069.31268278,88863614910.6319,5.033132321119889e+16,13789406887.850174,2964503225806451.0,4264490322580645.5,36064516129032.26,49935483870967.74,1981-03-04,winter,197743616714.40182
63,3795124665973479.5,0.0,98871808357.20091,1455323550.1787364,1325509903291.7703,0.0,5256586823755198.0,484134338.50375706,79095243.24712113,98871808357.20091,5.033131128215792e+16,13789403619.506544,3013190322580645.0,4224042580645161.5,36064516129032.26,49935483870967.74,1981-03-05,winter,212054045181.37283
64,3794593964311443.5,0.0,106027022590.68642,1456088339.2275965,1389651554176.2024,0.0,5255938067158460.0,483615254.7917812,78953814.56660394,106027022590.68642,5.033129935350734e+16,13789400351.276144,2953683870967742.0,4234529032258065.0,36064516129032.26,49935483870967.74,1981-03-06,winter,211745657293.39792
65,3794131577798362.5,0.0,105872828646.69896,1454164120.2478516,1357274208705.3762,0.0,5255253066556731.0,483207742.01954406,78808463.6196299,105872828646.69896,5.033128742267366e+16,13789397083.152699,3007420000000000.0,4164120000000000.0,36064516129032.26,49935483870967.74,1981-03-07,winter,174369417939.77362
66,3793895221518964.5,0.0,87184708969.88681,1453473178.725722,1093780667734.7517,0.0,5254568154158572.0,482636269.60369134,78681686.70400369,87184708969.88681,5.033127549070761e+16,13789393814.431143,2928438709677419.0,4204567741935484.0,36064516129032.26,49935483870967.74,1981-03-08,winter,133383560910.86848
67,3793762959928849.5,0.0,66691780455.43424,1459678234.872442,819204600984.4796,0.0,5254012731472963.0,482130340.85761416,78572927.2878825,66691780455.43424,5.033126356455271e+16,13789390545.399345,2937454838709677.0,4212058064516129.0,36064516129032.26,49935483870967.74,1981-03-09,winter,219151709162.72607
68,3793018207491699.5,0.0,109575854581.36304,1463620562.153702,1318453282688.1184,0.0,5253656316326317.0,480584156.8995669,78194449.64932576,109575854581.36304,5.0331251641175704e+16,13789387277.959648,2903193548387096.5,4174606451612903.0,36064516129032.26,49935483870967.74,1981-03-10,winter,272600950540.6764
69,3792294702669230.0,0.0,136300475270.3382,1469771826.8484368,1606896336931.0012,0.0,5253043656040744.0,477469057.25509465,77519233.3549275,136300475270.3382,5.033123972151334e+16,13789384011.281015,3024009677419354.5,4187090322580645.0,36064516129032.26,49935483870967.74,1981-03-11,winter,318139605326.5945
70,3791525831471181.5,0.0,159069802663.29724,1469731176.8516884,1838209561920.9114,0.0,5252290587583666.0,477396619.3947592,77429264.37962075,159069802663.29724,5.033122780183113e+16,13789380745.620094,2849096774193548.5,4169612903225807.0,36064516129032.26,49935483870967.74,1981-03-12,winter,454080364445.4189
71,3790221077532815.0,0.0,227040182222.70944,1469812729.270281,2572701013609.9395,0.0,5251474851112986.0,477314218.53467983,77367066.58310121,227040182222.70944,5.033121588221353e+16,13789377479.953733,3017397849462366.5,4176270967741933.5,36064516129032.26,49935483870967.74,1981-03-13,winter,545488997729.5821
72,3788919004540461.5,0.0,272744498864.79105,1469766340.7654195,3031240511852.7905,0.0,5250289303111307.0,477214959.9084217,77501392.57271375,272744498864.79105,5.0331203962319224e+16,13789374214.305077,3008982795698925.0,4177935483870967.0,36064516129032.26,49935483870967.74,1981-03-14,winter,363394685923.0792
73,3788834722993380.5,0.0,181697342961.5396,1469640914.4539478,1981279188366.184,0.0,5248753831078901.0,477082106.46001494,77645976.7868679,181697342961.5396,5.033119204202531e+16,13789370948.58061,2921225806451613.0,4187090322580645.5,36064516129032.26,49935483870967.74,1981-03-15,winter,261736679919.1341
74,3788684872482066.5,0.0,130868339959.56705,1471187117.5863128,1401047716688.6702,0.0,5247762500244131.0,476928630.81493753,77806433.58922608,130868339959.56705,5.033118012296695e+16,13789367682.746662,2993354838709677.0,4187922580645158.5,36064516129032.26,49935483870967.74,1981-03-16,winter,296003247954.2208
75,3788068372983528.5,0.0,148001623977.1104,1472849587.9123468,1556118985401.0847,0.0,5247117012296714.0,476827395.2498445,77968475.41927823,148001623977.1104,5.033116820531104e+16,13789364417.25122,2966306451612903.5,4199241290322578.5,36064516129032.26,49935483870967.74,1981-03-17,winter,326092324676.7673
76,3787332813195764.0,0.0,163046162338.38364,1473390757.8005075,1777502294786.44,0.0,5246399290092554.0,476757587.7452038,78126532.33476388,163046162338.38364,5.03311562879717e+16,13789361152.14001,2954405161290323.0,4184593548387097.0,36064516129032.26,49935483870967.74,1981-03-18,winter,304013074980.7686
77,3786769282705654.0,0.0,152006537490.3843,1471763740.8456979,1720554004817.7886,0.0,5245544409488849.0,476653334.3945137,78253097.8157975,152006537490.3843,5.033114436877779e+16,13789357887.115536,2958973333333335.0,4191251612903225.0,36064516129032.26,49935483870967.74,1981-03-19,winter,277626975568.32855
78,3786248000734815.5,0.0,138813487784.16428,1470165288.8803446,1633827023406.6633,0.0,5244707623134740.0,476494819.32396555,78382998.39905867,138813487784.16428,5.033113244770027e+16,13789354621.582958,2940460215053762.0,4197909677419357.0,36064516129032.26,49935483870967.74,1981-03-20,winter,249999780096.08893
79,3785766168031231.0,0.0,124999890048.04446,1469882989.5419672,1532333959388.5579,0.0,5243905253965756.0,476363068.17163163,78552781.75820334,124999890048.04446,5.03311205260422e+16,13789351355.53432,2762541935483870.5,4284464516129032.0,36064516129032.26,49935483870967.74,1981-03-21,spring,179879991734.42905
80,3785574570946937.0,0.0,89939995867.21452,1469636006.0830185,1150335221975.8435,0.0,5243124528680414.0,476281832.04960084,78778443.96567628,89939995867.21452,5.033110860383351e+16,13789348089.326632,2959694623655915.5,4211225806451612.0,36064516129032.26,49935483870967.74,1981-03-22,spring,127759658982.95496
81,3785436978040948.5,0.0,63879829491.47748,1469541653.5106003,854120065377.801,0.0,5242533894435810.0,476219279.8452544,79016736.16962902,63879829491.47748,5.033109668123289e+16,13789344822.968086,2981333333333334.5,4217883870967744.0,36064516129032.26,49935483870967.74,1981-03-23,spring,168810854989.10526
82,3784823979008717.0,0.0,84405427494.55263,1469448293.8708596,1182259310611.7979,0.0,5242131578650314.0,476171205.39342123,79257395.12160604,84405427494.55263,5.033108475825344e+16,13789341556.502163,2986141935483870.5,4224541935483871.0,36064516129032.26,49935483870967.74,1981-03-24,spring,238035431530.2928
83,3783864931153413.0,0.0,119017715765.1464,1469210337.0940642,1750142611844.4512,0.0,5241576653476541.0,476137449.1420622,79499022.83959375,119017715765.1464,5.033107283476391e+16,13789338289.932451,2769754838709677.0,4240354838709679.0,36064516129032.26,49935483870967.74,1981-03-25,spring,280556148448.27234
84,3782830653172311.5,0.0,140278074224.13617,1469856607.5483227,2170788491253.4622,0.0,5240718832909552.0,476089831.0437222,79741153.40134567,140278074224.13617,5.033106091163418e+16,13789335023.22299,2762541935483870.5,4259496774193549.0,36064516129032.26,49935483870967.74,1981-03-26,spring,342741390526.5535
85,3781440567955932.0,0.0,171370695263.27676,1470214015.573603,2798505391758.4985,0.0,5239651287877467.0,476017485.1356377,79984267.25662518,171370695263.27676,5.0331048988549656e+16,13789331756.612104,2675987096774193.0,4344387096774193.5,36064516129032.26,49935483870967.74,1981-03-27,spring,306835767882.47736
86,3780538766579863.0,0.0,153417883941.23868,1470293144.3225124,2651734843289.8877,0.0,5238206324192838.0,475920519.41058284,80228373.26959568,153417883941.23868,5.0331037065206456e+16,13789328490.013605,2995759139784948.0,4241187096774193.0,36064516129032.26,49935483870967.74,1981-03-28,spring,218583659289.46048
87,3780155621098343.0,0.0,109291829644.73024,1470482061.5414464,2006626782325.0813,0.0,5236799560470797.0,475789272.5337326,80190809.9223234,109291829644.73024,5.033102514196176e+16,13789325223.344234,2976524731182794.5,4237858064516131.0,36064516129032.26,49935483870967.74,1981-03-29,spring,168043677119.60507
88,638155851787630.9,-3140436977527854.0,84021838559.80254,1470712799.3146226,1645342908618.6963,0.0,8377321635041799.0,475661495.3813044,80153283.54608712,84021838559.80254,5.033101174814802e+16,13789321956.701853,500464516129032.3,6775246451612903.0,6103225806451.613,79896774193548.39,1981-03-30,spring,216731235801.2089
89,636307254487147.2,0.0,216731235801.2089,1142247239.5707462,2268068141548.3833,203881852503.08813,8377118960953888.0,14597963.27725331,80115314.94150354,0.0,5.0330997893312376e+16,13789318287.163841,482968602150537.6,6804541935483870.0,6103225806451.613,79896774193548.39,1981-03-31,spring,293456206570.88025
90,3774771286356806.0,3141419610357708.0,0.0,1127785320.3381636,2956507718705.9775,2057015977.3739161,5235991943051867.0,14597610.106034454,80077382.91628194,293456206570.88025,5.033098403851811e+16,13789314491.318459,2916417204301076.5,4237858064516131.0,36064516129032.26,49935483870967.74,1981-04-01,spring,412955111616.0725
91,3774874650566864.0,0.0,206477555808.03625,1469936033.0920982,4037551337623.7476,0.0,5232262117125552.0,475593703.58385575,80039488.14973609,206477555808.03625,5.033097211469766e+16,13789310695.484415,2895980645161290.0,4229535483870968.0,36064516129032.26,49935483870967.74,1981-04-02,spring,377355994368.9051
92,3773803057101579.0,0.0,188677997184.45255,1470555826.436431,3570570340509.3525,0.0,5230138630435585.0,475254917.4005857,80001633.65627216,188677997184.45255,5.033096019119934e+16,13789307428.684292,2873139784946238.0,4227870967741937.0,36064516129032.26,49935483870967.74,1981-04-03,spring,346330467137.0076
93,229232034054840.97,-3541569022818405.0,173165233568.5038,1470757959.4263337,3173694703942.1055,0.0,8771881894147296.0,475062037.6348457,79963816.30947322,173165233568.5038,5.033094679699341e+16,13789304161.972424,173257634408602.22,7153470752688175.0,2219354838709.677,83780645161290.33,1981-04-04,spring,300161008861.3367
94,112297480164402.94,-114616017027420.45,300161008861.3367,3632003430.5661163,2632782978295.7607,17717109847.399662,8886483891602632.0,14416890.366635041,79951222.25286402,0.0,5.033093294215858e+16,13789300492.326962,86665806451612.9,7292078709677421.0,1109677419354.8386,84890322580645.16,1981-04-05,spring,271255463875.7165
95,168488459263825.97,58081594062762.31,271255463875.7165,7723910352.390315,2262552676982.482,108406160119.83989,8828301680838961.0,14414493.14876935,79963352.03262475,0.0,5.033091908731302e+16,13789296696.481802,131940645161290.36,7146026666666664.0,1664516129032.258,84335483870967.75,1981-04-06,spring,304567358415.8581
96,631065234076019.9,464647456886261.1,304567358415.8581,3748713176.8774204,2468442624784.1685,96941905477.92813,8363561096478233.0,14257651.380077543,79975485.22206193,0.0,5.033090523230228e+16,13789292900.633707,471372473118279.4,6769919999999998.0,6103225806451.613,79896774193548.39,1981-04-07,spring,330075727093.41986
97,628752300792767.5,0.0,330075727093.41986,1201046511.9372656,2656753181559.2393,14945217725.336473,8363547418037233.0,14257409.216033889,79987621.82236353,0.0,5.033089137728296e+16,13789289104.740353,503577161290322.6,6693751741935482.0,6103225806451.613,79896774193548.39,1981-04-08,spring,328376549354.5573
98,626528564309437.5,0.0,328376549354.5573,1219932114.5245996,2562221248857.4863,11328148287.44424,8363537375563830.0,14257469.306373002,80000237.95142043,0.0,5.033087752225488e+16,13789285308.844646,480527311827956.8,6775246451612903.0,6103225806451.613,79896774193548.39,1981-04-09,spring,328225048368.1342
99,624381275170236.9,0.0,328225048368.1342,1244151983.1171045,2484822452141.4487,10552416555.90747,8363528133053710.0,14257452.186812466,80011905.26204383,0.0,5.033086366721892e+16,13789281512.946543,477475698924731.3,6683365161290323.0,6103225806451.613,79896774193548.39,1981-04-10,spring,340448678078.5903
100,224894018171732.16,-397333538744696.25,340448678078.5903,1271616561.5181472,2502666748734.9863,9771433409.422821,8760853237748175.0,14257436.430961778,80024052.10429479,0.0,5.0330849812174584e+16,13789277717.04628,167339354838709.66,6786232258064517.0,2219354838709.677,83780645161290.33,1981-04-11,spring,330130275258.86224
101,222879337298899.66,0.0,330130275258.86224,5062300153.474301,2343704043313.397,3955195375.4935093,8760854410646732.0,14242422.720539942,80036202.36340107,0.0,5.033083595710689e+16,13789273921.143723,174145376344086.06,6897939784946234.0,2219354838709.677,83780645161290.33,1981-04-12,spring,322667459305.67065
102,220984927826315.47,0.0,322667459305.67065,5155764748.89745,2214829861139.0576,2908693998.1194005,8760856723624563.0,14242424.627308222,80149505.22414242,0.0,5.033082210192968e+16,13789270125.234766,170890322580645.16,7191172043010750.0,2219354838709.677,83780645161290.33,1981-04-13,spring,392750144761.167
103,218763437821957.34,0.0,392750144761.167,5432454835.144338,2609328309665.271,520615381.16246873,8760861701484716.0,14242428.387490837,80263126.69755895,0.0,5.033080824664266e+16,13789266329.295803,181987096774193.5,6942902064516130.0,2219354838709.677,83780645161290.33,1981-04-14,spring,390822038324.25616
104,622710816785708.4,406132661658231.94,390822038324.25616,5910637352.066687,2570416518893.7197,222423440.77784726,8354734794174860.0,14242603.121625094,80377068.12942679,0.0,5.033079439124565e+16,13789262533.326756,491920000000000.1,6658064516129029.0,6103225806451.613,79896774193548.39,1981-04-15,spring,364627987234.6961
105,620592972678212.4,0.0,364627987234.6961,1431452575.4978614,2482295240014.114,1254597858.8296206,8354735037278461.0,14242446.289470458,80491330.87311234,0.0,5.033078053573803e+16,13789258737.327576,486528817204300.94,6734632258064519.0,6103225806451.613,79896774193548.39,1981-04-16,spring,355861620611.2242
106,280065442724758.9,-338505257824479.5,355861620611.2242,1460427984.0685558,2414376695143.4834,37703373542.308525,8693204118520373.0,14242446.703892946,80605436.56876159,0.0,5.03307666801201e+16,13789254941.29809,221241935483870.97,7032580645161290.0,2774193548387.0967,83225806451612.9,1981-04-17,spring,324852806755.3489
107,278395187409711.2,0.0,324852806755.3489,4830886190.644202,2188194154262.935,197916918650.52286,8693011098981429.0,14226829.057428831,80720345.34293233,0.0,5.033075282437544e+16,13789251145.238382,207232258064516.1,7267693548387098.0,2774193548387.0967,83225806451612.9,1981-04-18,spring,285356893091.46625
108,624398002565183.1,347720443959257.2,0.0,4943470968.869481,1910688091037.3672,198002758221.01215,8345383019401464.0,14226513.172060462,80999965.5984026,285356893091.46625,5.033073896835463e+16,13789247349.143957,454080000000000.0,7004283870967744.0,6103225806451.613,79896774193548.39,1981-04-19,spring,254723384484.5038
109,622915411688614.6,0.0,254723384484.5038,1795628097.8053806,1738790850578.435,3272217623.178361,8345381609867278.0,14226670.628896058,81282010.37082732,0.0,5.033072511205574e+16,13789243552.973873,505041935483871.1,6571509677419354.0,6103225806451.613,79896774193548.39,1981-04-20,spring,225230089480.94504
110,621395999625260.1,0.0,0.0,1843433877.6970437,1533813337869.675,16244708392.933886,8345592506021596.0,14226668.226013102,81566019.56919192,225230089480.94504,5.033071125547664e+16,13789239756.727602,456419569892473.3,6907741935483868.0,6103225806451.613,79896774193548.39,1981-04-21,spring,251681070357.0668
111,619723873715170.1,0.0,0.0,1836314750.242502,1709763454585.0164,39473859245.2429,8345806617324936.0,14074048.955181424,81851526.6513456,251681070357.0668,5.03306973984632e+16,13789235960.40456,455809247311828.4,6924387096774196.0,6103225806451.613,79896774193548.39,1981-04-22,spring,262781926271.79285
112,618211237760757.1,0.0,262781926271.79285,1838581449.9899547,1780371950253.8706,6792651019.16606,8345801731319993.0,14074410.033554574,82139036.21252695,0.0,5.033068354116641e+16,13789232163.96252,507757870967741.94,6508790709677418.0,6103225806451.613,79896774193548.39,1981-04-23,spring,262368313557.8529
113,167105378928998.78,-449608172916914.3,262368313557.8529,1870040786.0965843,1773230953686.3938,15046766070.601528,8795396795866280.0,14074401.793771395,82429059.96565765,0.0,5.0330669683583384e+16,13789228367.442852,127466267281105.92,7252851612903226.0,1664516129032.258,84335483870967.75,1981-04-24,spring,271094214549.254
114,628295752718377.1,462915620835067.4,0.0,6827886245.194501,1815930127885.831,97510968442.06346,8332661654964429.0,14052102.353782857,82852966.4176435,271094214549.254,5.033065582555795e+16,13789224570.844765,486339907834101.5,7109386175115206.0,6103225806451.613,79896774193548.39,1981-04-25,spring,221688159682.87357
115,627040585312237.9,0.0,221688159682.87357,1976392282.808277,1522732603963.6836,47853430424.26369,8332615847154713.0,14052324.511195466,83280749.79642537,0.0,5.033064196710875e+16,13789220774.125467,514754783410138.4,6680854119815666.0,6103225806451.613,79896774193548.39,1981-04-26,spring,184555762656.98392
116,625972658448122.5,0.0,184555762656.98392,2004906962.0823348,1265144950802.2842,14667230992.052837,8332603254491323.0,14052329.468182985,83712968.6020665,0.0,5.033062810823114e+16,13789216977.29007,433067465437788.4,7155041474654376.0,6103225806451.613,79896774193548.39,1981-04-27,spring,228579834503.76825
117,396796467075226.5,-227626421253862.8,0.0,2025356063.7819166,1564264908916.0762,16520145946.688025,8560443831037184.0,13902815.590842227,84150192.99078837,228579834503.76825,5.033061424877058e+16,13789213180.337297,274700645161290.38,7472567741935485.0,3883870967741.935,82116129032258.08,1981-04-28,spring,247102518973.69284
